0.0,0.0,0.0,0.0
118.625,134.125,35.64,0.6400000000000006
119.75,131.125,35.64,0.6400000000000006
121.125,131.75,37.08,2.0799999999999983
117.0,129.375,37.199999999999996,2.1999999999999957
118.0,133.25,37.68,2.6799999999999997
117.375,132.75,37.8,2.799999999999997
119.625,133.75,38.16,3.1599999999999966
118.25,132.5,39.24,4.240000000000002
118.125,133.5,39.839999999999996,4.839999999999996
117.5,131.125,41.76,6.759999999999998
119.375,129.875,41.76,6.759999999999998
118.75,134.125,41.879999999999995,6.8799999999999955
121.0,132.75,42.239999999999995,7.239999999999995
116.75,129.75,43.199999999999996,8.199999999999996
116.75,129.875,43.32,8.32
117.25,133.5,43.44,8.439999999999998
119.75,129.125,43.44,8.439999999999998
119.75,129.875,43.44,8.439999999999998
120.75,131.5,43.8,8.799999999999997
116.75,132.125,44.04,9.04
118.875,129.0,44.519999999999996,9.519999999999996
119.5,134.375,45.0,10.0
120.875,132.75,45.36,10.36
117.375,130.75,45.48,10.479999999999997
116.875,130.75,45.6,10.600000000000001
120.0,131.25,45.6,10.600000000000001
117.0,131.0,46.08,11.079999999999998
117.75,134.625,46.199999999999996,11.199999999999996
119.5,133.875,46.32,11.32
116.25,131.5,46.559999999999995,11.559999999999995
117.0,129.875,46.68,11.68
120.5,131.0,46.68,11.68
119.125,131.0,46.8,11.799999999999997
119.125,134.125,46.92,11.920000000000002
119.125,129.625,48.239999999999995,13.239999999999995
117.125,132.125,48.72,13.719999999999999
118.75,128.875,48.72,13.719999999999999
121.0,132.0,49.32,14.32
117.875,128.875,49.44,14.439999999999998
120.375,130.25,49.559999999999995,14.559999999999995
118.25,131.0,49.68,14.68
119.25,129.25,49.92,14.920000000000002
116.25,133.5,50.04,15.04
117.875,129.0,50.16,15.159999999999997
117.25,129.625,50.64,15.64
119.75,133.75,50.64,15.64
120.0,132.5,51.839999999999996,16.839999999999996
119.625,131.875,51.96,16.96
116.25,131.0,52.32,17.32
117.625,129.375,53.04,18.04
120.125,133.25,53.04,18.04
120.625,132.25,53.16,18.159999999999997
118.0,133.875,53.519999999999996,18.519999999999996
120.25,131.625,53.64,18.64
120.25,129.625,54.0,19.0
118.25,132.0,54.12,19.119999999999997
116.625,129.625,54.36,19.36
117.375,133.125,54.36,19.36
120.625,131.375,54.36,19.36
119.0,132.0,55.68,20.68
121.0,131.25,55.919999999999995,20.919999999999995
121.25,132.125,55.919999999999995,20.919999999999995
116.0,133.125,56.04,21.04
118.0,133.625,56.04,21.04
120.375,129.875,56.04,21.04
121.25,131.0,56.04,21.04
117.375,134.0,56.16,21.159999999999997
116.625,130.125,56.28,21.28
119.875,133.375,56.28,21.28
116.375,130.25,56.4,21.4
117.25,132.75,56.4,21.4
116.5,130.375,56.519999999999996,21.519999999999996
118.0,129.875,56.519999999999996,21.519999999999996
118.0,131.25,56.519999999999996,21.519999999999996
119.25,129.0,56.879999999999995,21.879999999999995
120.125,129.75,56.879999999999995,21.879999999999995
120.625,130.75,57.599999999999994,22.599999999999994
120.625,131.875,57.96,22.96
120.25,133.75,58.32,23.32
119.125,134.375,58.44,23.439999999999998
116.125,130.875,59.28,24.28
118.875,133.625,59.519999999999996,24.519999999999996
117.75,129.75,60.36,25.36
119.0,129.5,60.36,25.36
118.25,129.5,60.599999999999994,25.599999999999994
116.375,130.625,61.08,26.08
119.125,133.25,61.32,26.32
117.0,129.875,61.559999999999995,26.559999999999995
118.25,130.5,61.919999999999995,26.919999999999995
117.625,131.625,62.519999999999996,27.519999999999996
119.25,129.5,62.76,27.759999999999998
116.75,132.125,62.879999999999995,27.879999999999995
119.0,130.25,62.879999999999995,27.879999999999995
118.125,131.875,63.0,28.0
116.5,130.0,63.239999999999995,28.239999999999995
116.75,129.875,63.48,28.479999999999997
117.125,131.5,63.48,28.479999999999997
118.625,132.125,63.48,28.479999999999997
120.375,130.625,63.839999999999996,28.839999999999996
118.625,128.875,64.32,29.319999999999993
120.75,130.125,64.32,29.319999999999993
120.5,129.75,64.56,29.560000000000002
