object_layer,startTime,neigborhoodSize,percent,nOfPtsInIMG,epsilon,minPts,cluPts/outPts,TP,FP,TN,FN,incHits,similarity[%],AVGclusterheight,endTime,latency
object_C4_layer_290.png,6727943170500,10,00.15,2500,1.5,7,37.06666666666667,0,0,0,0,0,NaN,NaN,6728520024700,"576,8542"
object_C4_layer_291.png,6728521504600,10,00.15,2500,1.5,7,20.0,0,0,0,0,0,0.0,2.0,6728541251300,"19,7467"
object_C4_layer_292.png,6728542357800,10,00.15,2500,1.5,7,27.733333333333334,0,0,0,0,0,0.0,2.4285714285714284,6728560809100,"18,4513"
object_C4_layer_293.png,6728563398400,10,00.15,2500,1.5,7,50.4,0,0,0,0,0,0.0,2.4285714285714284,6728579722700,"16,3243"
object_C4_layer_294.png,6728581289300,10,00.15,2500,1.5,7,20.0,0,0,0,0,0,0.0,08.15,6728594593000,"13,3037"
object_C4_layer_295.png,6728595906200,10,00.15,2500,1.5,7,43.2,0,0,0,0,0,0.0,02.25,6728608978300,"13,0721"
object_C4_layer_296.png,6728610007800,10,00.15,2500,1.5,7,23.2,0,0,0,0,0,0.0,2.3529411764705883,6728623072600,"13,0648"
object_C4_layer_297.png,6728624061700,10,00.15,2500,1.5,7,23.2,0,0,0,0,0,0.0,2.7333333333333334,6728638032500,"13,9708"
object_C4_layer_298.png,6728639487100,10,00.15,2500,1.5,7,21.6,0,0,0,0,0,0.0,2.411764705882353,6728651397700,"11,9106"
object_C4_layer_299.png,6728652479000,10,00.15,2500,1.5,7,42.13333333333333,0,0,0,0,0,0.0,2.3684210526315788,6728665801100,"13,3221"
object_C4_layer_300.png,6728666971700,10,00.15,2500,1.5,7,31.2,0,0,0,0,0,0.0,2.3684210526315788,6728685628100,"18,6564"
object_C4_layer_301.png,6728686737600,10,00.15,2500,1.5,7,33.06666666666667,0,0,0,0,0,0.0,2.259259259259259,6728700268100,"13,5305"
object_C4_layer_302.png,6728701609000,10,00.15,2500,1.5,7,45.6,0,0,0,0,0,0.0,2.3333333333333335,6728713379700,"11,7707"
object_C4_layer_303.png,6728714460500,10,00.15,2500,1.5,7,35.46666666666667,0,0,0,0,0,0.0,2.433333333333333,6728727137800,"12,6773"
object_C4_layer_304.png,6728728176000,10,00.15,2500,1.5,7,48.266666666666666,0,0,0,0,0,0.0,2.4242424242424243,6728742000100,"13,8241"
object_C4_layer_305.png,6728743642900,10,00.15,2500,1.5,7,31.733333333333334,0,0,0,0,0,0.0,2.4324324324324325,6728755396800,"11,7539"
object_C4_layer_306.png,6728756598500,10,00.15,2500,1.5,7,32.266666666666666,0,0,0,0,0,0.0,2.6097560975609757,6728774903300,"18,3048"
object_C4_layer_307.png,6728776213100,10,00.15,2500,1.5,7,9.6,0,0,0,0,0,0.0,2.5675675675675675,6728792488400,"16,2753"
object_C4_layer_308.png,6728793685700,10,00.15,2500,1.5,7,34.666666666666664,0,0,0,0,0,0.0,2.5789473684210527,6728806526700,"12,841"
object_C4_layer_309.png,6728807598000,10,00.15,2500,1.5,7,38.666666666666664,0,0,0,0,0,0.0,2.6,6728819711900,"12,1139"
