object_layer,startTime,neigborhoodSize,percent,nOfPtsInIMG,epsilon,minPts,cluPts/outPts,TP,FP,TN,FN,incHits,similarity[%],AVGclusterheight,endTime,latency
object_B10_layer_290.png,6550954680900,10,00.15,2500,1.5,7,41.06666666666667,0,0,0,0,0,NaN,NaN,6551533810400,"579,1295"
object_B10_layer_291.png,6551534903400,10,00.15,2500,1.5,7,39.2,0,0,0,0,0,0.0,2.0,6551554485300,"19,5819"
object_B10_layer_292.png,6551555876900,10,00.15,2500,1.5,7,44.53333333333333,0,0,0,0,0,0.0,2.2222222222222223,6551575057700,"19,1808"
object_B10_layer_293.png,6551576396200,10,00.15,2500,1.5,7,47.2,0,0,0,0,0,0.0,02.25,6551592520600,"16,1244"
object_B10_layer_294.png,6551602766900,10,00.15,2500,1.5,7,29.6,0,0,0,0,0,0.0,2.2941176470588234,6551628940000,"26,1731"
object_B10_layer_295.png,6551630123900,10,00.15,2500,1.5,7,57.06666666666667,0,0,0,0,0,0.0,2.3076923076923075,6551643051100,"12,9272"
object_B10_layer_296.png,6551644097500,10,00.15,2500,1.5,7,44.8,0,0,0,0,0,0.0,02.25,6551658866400,"14,7689"
object_B10_layer_297.png,6551660507400,10,00.15,2500,1.5,7,35.733333333333334,0,0,0,0,0,0.0,2.260869565217391,6551674216100,"13,7087"
object_B10_layer_298.png,6551676890100,10,00.15,2500,1.5,7,46.666666666666664,0,0,0,0,0,0.0,2.347826086956522,6551689080000,"12,1899"
object_B10_layer_299.png,6551689903300,10,00.15,2500,1.5,7,34.4,0,0,0,0,0,0.0,2.2962962962962963,6551704007300,"14,104"
object_B10_layer_300.png,6551705348900,10,00.15,2500,1.5,7,52.53333333333333,0,0,0,0,0,0.0,74.55.00,6551719206600,"13,8577"
object_B10_layer_301.png,6551720516400,10,00.15,2500,1.5,7,34.13333333333333,0,0,0,0,0,0.0,2.4705882352941178,6551740727100,"20,2107"
object_B10_layer_302.png,6551741988100,10,00.15,2500,1.5,7,36.0,0,0,0,0,0,0.0,2.4242424242424243,6551753827000,"11,8389"
object_B10_layer_303.png,6551754760100,10,00.15,2500,1.5,7,34.4,0,0,0,0,0,0.0,2.4324324324324325,6551768215900,"13,4558"
object_B10_layer_304.png,6551769149800,10,00.15,2500,1.5,7,52.53333333333333,0,0,0,0,0,0.0,02.45,6551783544500,"14,3947"
object_B10_layer_305.png,6551784696800,10,00.15,2500,1.5,7,50.13333333333333,0,0,0,0,0,0.0,2.409090909090909,6551796913800,"12,217"
object_B10_layer_306.png,6551798153200,10,00.15,2500,1.5,7,50.93333333333333,0,0,0,0,0,0.0,2.4615384615384617,6551811297500,"13,1443"
object_B10_layer_307.png,6551812302700,10,00.15,2500,1.5,7,40.53333333333333,0,0,0,0,0,0.0,2.480769230769231,6551826101900,"13,7992"
object_B10_layer_308.png,6551827265000,10,00.15,2500,1.5,7,50.4,0,0,0,0,0,0.0,2.519230769230769,6551843761800,"16,4968"
object_B10_layer_309.png,6551845391400,10,00.15,2500,1.5,7,38.666666666666664,0,0,0,0,0,0.0,2.5454545454545454,6551858188600,"12,7972"
object_B10_layer_310.png,6551859933400,10,00.15,2500,1.5,7,47.733333333333334,0,0,0,0,0,0.0,2.5806451612903225,6551872975100,"13,0417"
object_B10_layer_311.png,6551873839900,10,00.15,2500,1.5,7,29.333333333333332,0,0,0,0,0,0.0,10158.15.00,6551887634700,"13,7948"
object_B10_layer_312.png,6551888631400,10,00.15,2500,1.5,7,37.6,0,0,0,0,0,0.0,2.6031746031746033,6551900315400,"11,684"
