object_layer,startTime,neigborhoodSize,percent,nOfPtsInIMG,epsilon,minPts,cluPts/outPts,TP,FP,TN,FN,incHits,similarity[%],AVGclusterheight,endTime,latency
object_A11_layer_290.png,6362155564200,10,00.15,2500,1.5,7,51.733333333333334,0,0,0,0,0,NaN,NaN,6362726930300,"571,3661"
object_A11_layer_291.png,6362728555900,10,00.15,2500,1.5,7,61.333333333333336,0,0,0,0,0,0.0,2.2857142857142856,6362753096500,"24,5406"
object_A11_layer_292.png,6362754214400,10,00.15,2500,1.5,7,53.6,0,0,0,0,0,0.0,2.230769230769231,6362772188000,"17,9736"
object_A11_layer_293.png,6362773315600,10,00.15,2500,1.5,7,66.4,0,0,0,0,0,0.0,2.5,6362789262500,"15,9469"
object_A11_layer_294.png,6362793398500,10,00.15,2500,1.5,7,44.266666666666666,0,0,0,0,0,0.0,02.55,6362808940300,"15,5418"
object_A11_layer_295.png,6362810287600,10,00.15,2500,1.5,7,54.4,0,0,0,0,0,0.0,02.56,6362828643400,"18,3558"
object_A11_layer_296.png,6362829717300,10,00.15,2500,1.5,7,61.6,0,0,0,0,0,0.0,2.608695652173913,6362844995600,"15,2783"
object_A11_layer_297.png,6362846191700,10,00.15,2500,1.5,7,38.4,0,0,0,0,0,0.0,2.8076923076923075,6362858800700,"12,609"
object_A11_layer_298.png,6362859773700,10,00.15,2500,1.5,7,68.8,0,0,0,0,0,0.0,2.8666666666666667,6362872388700,"12,615"
object_A11_layer_299.png,6362873356700,10,00.15,2500,1.5,7,59.733333333333334,0,0,0,0,0,0.0,2.8620689655172415,6362887688800,"14,3321"
object_A11_layer_300.png,6362889143300,10,00.15,2500,1.5,7,54.666666666666664,0,0,0,0,0,0.0,2.7142857142857144,6362902040200,"12,8969"
object_A11_layer_301.png,6362903371000,10,00.15,2500,1.5,7,41.06666666666667,0,0,0,0,0,0.0,2.7857142857142856,6362915949100,"12,5781"
object_A11_layer_302.png,6362916900300,10,00.15,2500,1.5,7,61.6,0,0,0,0,0,0.0,2.7777777777777777,6362968909100,"52,0088"
object_A11_layer_303.png,6362970405300,10,00.15,2500,1.5,7,57.333333333333336,0,0,0,0,0,0.0,2.7777777777777777,6362983541800,"13,1365"
object_A11_layer_304.png,6362984609300,10,00.15,2500,1.5,7,59.2,0,0,0,0,0,0.0,2.717391304347826,6362997734200,"13,1249"
object_A11_layer_305.png,6362999013800,10,00.15,2500,1.5,7,56.8,0,0,0,0,0,0.0,2.792452830188679,6363013051000,"14,0372"
object_A11_layer_306.png,6363014243400,10,00.15,2500,1.5,7,53.333333333333336,0,0,0,0,0,0.0,2.892857142857143,6363026512500,"12,2691"
object_A11_layer_307.png,6363027673700,10,00.15,2500,1.5,7,50.666666666666664,0,0,0,0,0,0.0,2.754385964912281,6363040259500,"12,5858"
object_A11_layer_308.png,6363041252900,10,00.15,2500,1.5,7,41.86666666666667,0,0,0,0,0,0.0,2.8275862068965516,6363054477600,"13,2247"
object_A11_layer_309.png,6363055687500,10,00.15,2500,1.5,7,72.8,0,0,0,0,0,0.0,2.816666666666667,6363074007100,"18,3196"
object_A11_layer_310.png,6363075083300,10,00.15,2500,1.5,7,40.8,0,0,0,0,0,0.0,2.769230769230769,6363086804800,"11,7215"
object_A11_layer_311.png,6363088026600,10,00.15,2500,1.5,7,66.13333333333334,0,0,0,0,0,0.0,2.8309859154929575,6363101060200,"13,0336"
object_A11_layer_312.png,6363102050300,10,00.15,2500,1.5,7,51.46666666666667,0,0,0,0,0,0.0,2.8450704225352115,6363123343600,"21,2933"
object_A11_layer_313.png,6363124500200,10,00.15,2500,1.5,7,75.46666666666667,0,0,0,0,0,0.0,2.8076923076923075,6363138639300,"14,1391"
object_A11_layer_314.png,6363139888900,10,00.15,2500,1.5,7,62.93333333333333,0,0,0,0,0,0.0,2.802469135802469,6363153406400,"13,5175"
object_A11_layer_315.png,6363154813700,10,00.15,2500,1.5,7,54.666666666666664,0,0,0,0,0,0.0,2.888888888888889,6363168306100,"13,4924"
object_A11_layer_316.png,6363169261100,10,00.15,2500,1.5,7,68.8,0,0,0,0,0,0.0,2.9069767441860463,6363182223000,"12,9619"
object_A11_layer_317.png,6363183553900,10,00.15,2500,1.5,7,64.8,0,0,0,0,0,0.0,2.933333333333333,6363200362500,"16,8086"
object_A11_layer_318.png,6363201408700,10,00.15,2500,1.5,7,65.6,0,0,0,0,0,0.0,2.905263157894737,6363214698000,"13,2893"
