object_layer,startTime,neigborhoodSize,percent,nOfPtsInIMG,epsilon,minPts,cluPts/outPts,TP,FP,TN,FN,incHits,similarity[%],AVGclusterheight,endTime,latency
object_B10_layer_290.png,6489719248400,10,0.1,2500,1.5,7,40.4,0,0,0,0,0,NaN,NaN,6490302146500,"582,8981"
object_B10_layer_291.png,6490303270700,10,0.1,2500,1.5,7,33.6,0,0,0,0,0,0.0,2.0,6490324424100,"21,1534"
object_B10_layer_292.png,6490325918600,10,0.1,2500,1.5,7,27.6,0,0,0,0,0,0.0,2.0,6490338265300,"12,3467"
object_B10_layer_293.png,6490339265900,10,0.1,2500,1.5,7,38.8,0,0,0,0,0,0.0,2.0,6490354223800,"14,9579"
object_B10_layer_294.png,6490355693000,10,0.1,2500,1.5,7,22.0,0,0,0,0,0,0.0,2.0,6490378420200,"22,7272"
object_B10_layer_295.png,6490379647300,10,0.1,2500,1.5,7,46.0,0,0,0,0,0,0.0,2.0,6490391376600,"11,7293"
object_B10_layer_296.png,6490432469000,10,0.1,2500,1.5,7,36.0,0,0,0,0,0,0.0,2.0,6490445311600,"12,8426"
object_B10_layer_297.png,6490446590600,10,0.1,2500,1.5,7,20.4,0,0,0,0,0,0.0,2.0,6490458812300,"12,2217"
object_B10_layer_298.png,6490460091700,10,0.1,2500,1.5,7,33.6,0,0,0,0,0,0.0,2.0,6490473872900,"13,7812"
object_B10_layer_299.png,6490476139100,10,0.1,2500,1.5,7,32.0,0,0,0,0,0,0.0,2.0,6490487155500,"11,0164"
object_B10_layer_300.png,6490488200800,10,0.1,2500,1.5,7,40.0,0,0,0,0,0,0.0,2.0,6490501313600,"13,1128"
object_B10_layer_301.png,6490502627700,10,0.1,2500,1.5,7,19.2,0,0,0,0,0,0.0,2.2,6490513060100,"10,4324"
object_B10_layer_302.png,6490514107500,10,0.1,2500,1.5,7,24.4,0,0,0,0,0,0.0,2.111111111111111,6490525634400,"11,5269"
object_B10_layer_303.png,6490526516000,10,0.1,2500,1.5,7,18.0,0,0,0,0,0,0.0,2.090909090909091,6490542633700,"16,1177"
object_B10_layer_304.png,6490543777500,10,0.1,2500,1.5,7,39.6,0,0,0,0,0,0.0,2.1818181818181817,6490554361400,"10,5839"
object_B10_layer_305.png,6490559929500,10,0.1,2500,1.5,7,49.2,0,0,0,0,0,0.0,2.1333333333333333,6490571479400,"11,5499"
object_B10_layer_306.png,6490572421500,10,0.1,2500,1.5,7,46.4,0,0,0,0,0,0.0,2.230769230769231,6490584790300,"12,3688"
object_B10_layer_307.png,6490586114100,10,0.1,2500,1.5,7,26.4,0,0,0,0,0,0.0,2.2,6490596681400,"10,5673"
object_B10_layer_308.png,6490597944400,10,0.1,2500,1.5,7,36.8,0,0,0,0,0,0.0,2.2857142857142856,6490609553200,"11,6088"
object_B10_layer_309.png,6490610819600,10,0.1,2500,1.5,7,35.2,0,0,0,0,0,0.0,2.388888888888889,6490623610700,"12,7911"
object_B10_layer_310.png,6490624890200,10,0.1,2500,1.5,7,40.8,0,0,0,0,0,0.0,2.4285714285714284,6490635067000,"10,1768"
object_B10_layer_311.png,6490636051500,10,0.1,2500,1.5,7,30.0,0,0,0,0,0,0.0,2.3,6490647348500,"11,297"
object_B10_layer_312.png,6490648302900,10,0.1,2500,1.5,7,26.8,0,0,0,0,0,0.0,2.272727272727273,6490658950800,"10,6479"
object_B10_layer_313.png,6490660238700,10,0.1,2500,1.5,7,46.4,0,0,0,0,0,0.0,2.3043478260869565,6490675514400,"15,2757"
object_B10_layer_314.png,6490676667100,10,0.1,2500,1.5,7,31.2,0,0,0,0,0,0.0,2.4166666666666665,6490689066000,"12,3989"
object_B10_layer_315.png,6490690208600,10,0.1,2500,1.5,7,41.2,0,0,0,0,0,0.0,2.391304347826087,6490700613900,"10,4053"
object_B10_layer_316.png,6490701751600,10,0.1,2500,1.5,7,38.0,0,0,0,0,0,0.0,2.3333333333333335,6490713140500,"11,3889"
object_B10_layer_317.png,6490714017500,10,0.1,2500,1.5,7,31.2,0,0,0,0,0,0.0,02.36,6490727045500,"13,028"
object_B10_layer_318.png,6490728597600,10,0.1,2500,1.5,7,6.4,0,0,0,0,0,0.0,02.36,6490738921700,"10,3241"
object_B10_layer_319.png,6490739860800,10,0.1,2500,1.5,7,28.0,0,0,0,0,0,0.0,02.36,6490754268100,"14,4073"
